date,EURUSD,GBPUSD,USDJPY
2015-02-27,1.1197,1.5439,119.72
2015-03-02,1.119,1.5371,120.06
2015-03-03,1.1212,1.5391,119.47
2015-03-04,1.107,1.5266,119.76
2015-03-05,1.1006,1.5229,120.22
2015-03-06,1.0855,1.5063,120.93
2015-03-09,1.0846,1.5097,121.17
2015-03-10,1.0707,1.5086,121.2
2015-03-11,1.0576,1.4945,121.5
2015-03-12,1.0615,1.4907,121.28
2015-03-13,1.0524,1.4755,121.17
2015-03-16,1.0575,1.48,121.3
2015-03-17,1.0605,1.4744,121.28
2015-03-18,1.0643,1.4686,120.92
2015-03-19,1.0621,1.4729,120.9
2015-03-20,1.0792,1.4923,120.28
2015-03-23,1.0928,1.4936,119.74
2015-03-24,1.0908,1.487,119.9
2015-03-25,1.0986,1.4915,119.37
2015-03-26,1.0919,1.4844,119.01
2015-03-27,1.0891,1.4878,119.15
2015-03-30,1.0818,1.4792,120.11
2015-03-31,1.0741,1.485,119.96
2015-04-01,1.0768,1.4823,119.62
2015-04-02,1.0874,1.4842,119.74
2015-04-03,1.099,1.4916,118.96
2015-04-06,1.1008,1.4959,119.05
2015-04-07,1.085,1.4857,120.36
2015-04-08,1.0818,1.4924,119.96
2015-04-09,1.0671,1.4739,120.32
2015-04-10,1.0598,1.4648,120.29
2015-04-13,1.0582,1.4658,120.32
2015-04-14,1.0672,1.479,119.26
2015-04-15,1.0596,1.4782,119.23
2015-04-16,1.0742,1.4923,119.18
2015-04-17,1.078,1.4942,119.02
2015-04-20,1.0763,1.4913,119.27
2015-04-21,1.0758,1.4944,119.45
2015-04-22,1.0729,1.5027,119.9
2015-04-23,1.0803,1.5047,119.69
2015-04-24,1.0876,1.5176,118.98
2015-04-27,1.0892,1.5235,119.12
2015-04-28,1.0979,1.5328,118.8
2015-04-29,1.1174,1.5485,118.83
2015-04-30,1.1162,1.5328,119.86
2015-05-01,1.1194,1.5137,120.21
2015-05-04,1.1145,1.5118,120.25
2015-05-05,1.1174,1.5178,119.87
2015-05-06,1.1345,1.5244,119.42
2015-05-07,1.1283,1.5223,119.74
2015-05-08,1.1241,1.5455,119.78
2015-05-11,1.1142,1.5593,120.05
2015-05-12,1.124,1.5685,119.8
2015-05-13,1.1372,1.5748,119.09
2015-05-14,1.1368,1.5766,119.2
2015-05-15,1.1428,1.5772,119.36
2015-05-18,1.1354,1.5679,119.82
2015-05-19,1.1151,1.5523,120.58
2015-05-20,1.1079,1.5544,121.28
2015-05-21,1.1126,1.5672,121.06
2015-05-22,1.1033,1.5484,121.45
2015-05-26,1.0876,1.5398,123.08
2015-05-27,1.0888,1.5324,123.76
2015-05-28,1.0914,1.5291,124.18
2015-05-29,1.0994,1.5286,123.98
2015-06-01,1.0913,1.5187,124.64
2015-06-02,1.113,1.5331,124.19
2015-06-03,1.1285,1.5351,124.06
2015-06-04,1.1271,1.5367,124.56
2015-06-05,1.1108,1.5267,125.58
2015-06-08,1.1232,1.528,125.08
2015-06-09,1.1284,1.5383,124.16
2015-06-10,1.1307,1.553,122.72
2015-06-11,1.1236,1.5493,123.62
2015-06-12,1.1278,1.5587,123.23
2015-06-15,1.1266,1.5572,123.38
2015-06-16,1.1238,1.5637,123.39
2015-06-17,1.1244,1.5708,124.25
2015-06-18,1.1404,1.5882,122.87
2015-06-19,1.1335,1.5881,122.7
2015-06-22,1.1378,1.5823,123.28
2015-06-23,1.119,1.5751,123.71
2015-06-24,1.1178,1.5681,124.24
2015-06-25,1.1196,1.5728,123.63
2015-06-26,1.1156,1.5739,123.92
2015-06-29,1.118,1.5764,122.5
2015-06-30,1.1154,1.5727,122.1
2015-07-01,1.1084,1.5617,123.02
2015-07-02,1.109,1.5614,123.14
2015-07-06,1.1076,1.5619,122.53
2015-07-07,1.0952,1.5443,122.16
2015-07-08,1.1072,1.5353,120.54
2015-07-09,1.1025,1.5375,121.22
2015-07-10,1.115,1.5503,122.75
2015-07-13,1.102,1.5518,123.35
2015-07-14,1.1015,1.5584,123.39
2015-07-15,1.0965,1.5621,123.89
2015-07-16,1.0898,1.5601,124.04
2015-07-17,1.0848,1.5624,124.0
2015-07-20,1.085,1.5587,124.24
2015-07-21,1.0927,1.555,123.93
2015-07-22,1.0884,1.5617,124.08
2015-07-23,1.0976,1.5533,123.88
2015-07-24,1.0976,1.5514,123.74
2015-07-27,1.1112,1.5595,123.24
2015-07-28,1.1055,1.5617,123.52
2015-07-29,1.1026,1.5624,123.86
2015-07-30,1.0914,1.5581,124.38
2015-07-31,1.1028,1.5634,123.94
2015-08-03,1.0962,1.5603,123.98
2015-08-04,1.0953,1.5612,124.0
2015-08-05,1.0868,1.5604,124.84
2015-08-06,1.0922,1.5521,124.6
2015-08-07,1.0958,1.5467,124.27
2015-08-10,1.0994,1.5546,124.55
2015-08-11,1.1042,1.5572,124.9
2015-08-12,1.1198,1.5639,123.87
2015-08-13,1.1144,1.5595,124.32
2015-08-14,1.111,1.5625,124.27
2015-08-17,1.1078,1.5598,124.33
2015-08-18,1.1028,1.5658,124.39
2015-08-19,1.1061,1.5645,124.1
2015-08-20,1.12,1.5688,123.54
2015-08-21,1.1356,1.5698,122.11
2015-08-24,1.158,1.5731,118.56
2015-08-25,1.141,1.5698,119.91
2015-08-26,1.139,1.5493,119.07
2015-08-27,1.1239,1.5411,120.89
2015-08-28,1.1172,1.5362,121.32
2015-08-31,1.1194,1.5363,121.26
2015-09-01,1.1263,1.5341,119.94
2015-09-02,1.1242,1.531,120.0
2015-09-03,1.1104,1.5254,120.2
2015-09-04,1.1117,1.5195,119.05
2015-09-08,1.1182,1.5381,119.72
2015-09-09,1.1165,1.5363,120.94
2015-09-10,1.1262,1.5457,120.71
2015-09-11,1.1338,1.5426,120.66
2015-09-14,1.1307,1.5423,119.92
2015-09-15,1.126,1.5352,120.3
2015-09-16,1.1304,1.5499,120.62
2015-09-17,1.1312,1.5509,120.9
2015-09-18,1.1358,1.5573,119.85
2015-09-21,1.1204,1.5506,120.46
2015-09-22,1.1133,1.5356,120.04
2015-09-23,1.116,1.5243,120.12
2015-09-24,1.1252,1.5254,119.54
2015-09-25,1.1192,1.5172,120.74
2015-09-28,1.1236,1.5208,119.82
2015-09-29,1.1246,1.5168,119.76
2015-09-30,1.1162,1.5116,119.81
2015-10-01,1.12,1.5162,119.58
2015-10-02,1.1276,1.5216,119.42
2015-10-05,1.12,1.5165,120.36
2015-10-06,1.1266,1.5227,120.18
2015-10-07,1.1249,1.5315,119.9
2015-10-08,1.1282,1.5316,119.94
2015-10-09,1.1363,1.5315,120.3
2015-10-13,1.1382,1.5242,119.8
2015-10-14,1.1437,1.5445,119.21
2015-10-15,1.1418,1.5475,118.26
2015-10-16,1.136,1.5441,119.6
2015-10-19,1.132,1.5471,119.5
2015-10-20,1.1359,1.547,119.79
2015-10-21,1.1345,1.5463,119.91
2015-10-22,1.114,1.5399,120.5
2015-10-23,1.1016,1.534,121.2
2015-10-26,1.1051,1.5361,120.87
2015-10-27,1.1052,1.5312,120.29
2015-10-28,1.1066,1.5319,120.56
2015-10-29,1.0963,1.5296,121.14
2015-10-30,1.1042,1.5445,120.7
2015-11-02,1.1026,1.5428,120.7
2015-11-03,1.0946,1.5404,121.2
2015-11-04,1.0861,1.5377,121.52
2015-11-05,1.0869,1.5236,121.71
2015-11-06,1.0746,1.5071,123.2
2015-11-09,1.0767,1.5124,123.04
2015-11-10,1.0686,1.511,123.22
2015-11-12,1.0768,1.5206,122.84
2015-11-13,1.0722,1.5208,122.93
2015-11-16,1.0708,1.5204,123.11
2015-11-17,1.0634,1.5214,123.48
2015-11-18,1.0638,1.521,123.51
2015-11-19,1.0746,1.5327,122.71
2015-11-20,1.066,1.5199,122.8
2015-11-23,1.0602,1.5125,123.02
2015-11-24,1.0652,1.5057,122.47
2015-11-25,1.0616,1.5109,122.7
2015-11-27,1.0596,1.504,122.84
2015-11-30,1.0562,1.5044,123.22
2015-12-01,1.062,1.5074,122.88
2015-12-02,1.0573,1.4927,123.52
2015-12-03,1.0902,1.5088,123.06
2015-12-04,1.0884,1.51,123.1
2015-12-07,1.084,1.5076,123.31
2015-12-08,1.0876,1.5,123.0
2015-12-09,1.0984,1.5168,121.86
2015-12-10,1.0948,1.5176,121.44
2015-12-11,1.1002,1.5213,120.94
2015-12-14,1.1025,1.513,120.57
2015-12-15,1.0911,1.5044,121.66
2015-12-16,1.0937,1.5013,121.88
2015-12-17,1.0804,1.4876,122.75
2015-12-18,1.0847,1.4914,121.2
2015-12-21,1.092,1.4906,120.99
2015-12-22,1.0978,1.4811,120.94
2015-12-23,1.0875,1.4863,120.94
2015-12-24,1.0955,1.4943,120.32
2015-12-28,1.0983,1.4883,120.3
2015-12-29,1.0916,1.4794,120.44
2015-12-30,1.0912,1.4832,120.6
2015-12-31,1.0859,1.4746,120.27
2016-01-04,1.0803,1.4686,119.3
2016-01-05,1.0743,1.4664,118.95
2016-01-06,1.0762,1.4626,118.54
2016-01-07,1.086,1.4579,118.0
2016-01-08,1.0885,1.4523,117.74
2016-01-11,1.0878,1.4564,117.48
2016-01-12,1.0837,1.4403,117.78
2016-01-13,1.0862,1.447,118.06
2016-01-14,1.0862,1.4409,118.03
2016-01-15,1.0964,1.4289,116.78
2016-01-19,1.0906,1.4171,117.66
2016-01-20,1.0908,1.4167,116.38
2016-01-21,1.0833,1.4198,117.61
2016-01-22,1.0814,1.4308,118.37
2016-01-25,1.0832,1.4245,118.55
2016-01-26,1.0846,1.4342,118.5
2016-01-27,1.0867,1.4261,118.9
2016-01-28,1.0952,1.4351,118.61
2016-01-29,1.0832,1.4184,121.05
2016-02-01,1.0888,1.4367,121.06
2016-02-02,1.0908,1.4399,120.27
2016-02-03,1.1051,1.4576,117.92
2016-02-04,1.1199,1.458,116.75
2016-02-05,1.1131,1.4468,116.99
2016-02-08,1.117,1.4415,115.7
2016-02-09,1.13,1.4473,114.8
2016-02-10,1.1222,1.4473,114.03
2016-02-11,1.1362,1.4448,111.72
2016-02-12,1.1235,1.446,112.96
2016-02-16,1.114,1.429,113.9
2016-02-17,1.114,1.4317,114.14
2016-02-18,1.1092,1.4333,113.62
2016-02-19,1.1127,1.4343,112.42
2016-02-22,1.1018,1.4157,113.12
2016-02-23,1.1016,1.404,112.17
2016-02-24,1.1021,1.3932,111.36
2016-02-25,1.1026,1.3937,112.7
2016-02-26,1.0932,1.3867,113.78
2016-02-29,1.0868,1.3926,112.9
2016-03-01,1.0847,1.3948,113.94
2016-03-02,1.0845,1.4059,113.81
2016-03-03,1.0948,1.4152,113.53
2016-03-04,1.101,1.4226,113.91
2016-03-07,1.1004,1.4256,113.6
2016-03-08,1.1028,1.4225,112.58
2016-03-09,1.1022,1.4236,113.06
2016-03-10,1.1162,1.4306,113.1
2016-03-11,1.118,1.4426,113.66
2016-03-14,1.1107,1.4324,113.59
2016-03-15,1.1112,1.4166,112.88
2016-03-16,1.1075,1.41,113.69
2016-03-17,1.1316,1.449,111.3
2016-03-18,1.1292,1.4514,111.38
2016-03-21,1.126,1.4402,111.62
2016-03-22,1.1228,1.4217,111.82
2016-03-23,1.1174,1.4111,112.63
2016-03-24,1.1163,1.4143,112.64
2016-03-25,1.1164,1.4131,113.05
2016-03-28,1.121,1.425,113.29
2016-03-29,1.1204,1.4281,113.33
2016-03-30,1.133,1.439,112.6
2016-03-31,1.139,1.4381,112.42
2016-04-01,1.1385,1.4204,112.06
2016-04-04,1.1386,1.4279,111.18
2016-04-05,1.1374,1.4149,110.26
2016-04-06,1.143,1.4162,109.63
2016-04-07,1.1386,1.4082,107.98
2016-04-08,1.1406,1.4105,108.36
2016-04-11,1.1412,1.424,107.96
2016-04-12,1.1395,1.4244,108.54
2016-04-13,1.1281,1.4223,109.21
2016-04-14,1.1262,1.4148,109.2
2016-04-15,1.1295,1.4217,108.76
2016-04-18,1.1322,1.4276,108.85
2016-04-19,1.1375,1.4396,109.16
2016-04-20,1.133,1.4375,109.51
2016-04-21,1.1301,1.4338,109.41
2016-04-22,1.1239,1.439,111.5
2016-04-25,1.1274,1.4492,111.08
2016-04-26,1.1318,1.4611,111.23
2016-04-27,1.1322,1.4554,111.26
2016-04-28,1.1325,1.4581,108.55
2016-04-29,1.1441,1.4625,106.9
2016-05-02,1.1516,1.4666,106.48
2016-05-03,1.1508,1.4543,106.34
2016-05-04,1.1486,1.4475,107.12
2016-05-05,1.1404,1.4486,107.32
2016-05-06,1.1421,1.4439,106.66
2016-05-09,1.1402,1.4409,108.39
2016-05-10,1.1386,1.4454,109.22
2016-05-11,1.1444,1.448,108.48
2016-05-12,1.138,1.4452,108.73
2016-05-13,1.1294,1.4369,109.14
2016-05-16,1.1328,1.4411,108.89
2016-05-17,1.1337,1.4485,109.02
2016-05-18,1.1276,1.4615,109.65
2016-05-19,1.1214,1.4608,109.81
2016-05-20,1.1207,1.4513,110.52
2016-05-23,1.1192,1.4444,109.47
2016-05-24,1.1145,1.4623,110.0
2016-05-25,1.1154,1.4694,110.22
2016-05-26,1.1184,1.4673,109.74
2016-05-27,1.114,1.4644,109.86
2016-05-31,1.1135,1.453,110.75
2016-06-01,1.1165,1.4395,109.55
2016-06-02,1.1157,1.4419,108.75
2016-06-03,1.133,1.4521,106.88
2016-06-06,1.1354,1.445,107.33
2016-06-07,1.135,1.4564,107.3
2016-06-08,1.14,1.4546,106.68
2016-06-09,1.1329,1.4467,106.54
2016-06-10,1.1281,1.4342,107.06
2016-06-13,1.1282,1.4223,106.07
2016-06-14,1.1206,1.413,106.02
2016-06-15,1.1239,1.4185,105.87
2016-06-16,1.1158,1.4075,104.05
2016-06-17,1.1256,1.4285,104.2
2016-06-20,1.1318,1.4688,104.32
2016-06-21,1.1262,1.4668,104.56
2016-06-22,1.1286,1.4682,104.56
2016-06-23,1.1373,1.48,105.9
2016-06-24,1.1126,1.3639,102.26
2016-06-27,1.1024,1.3217,101.66
2016-06-28,1.1054,1.3294,102.71
2016-06-29,1.1117,1.351,102.68
2016-06-30,1.1032,1.3242,102.77
2016-07-01,1.1145,1.3281,102.55
2016-07-05,1.108,1.3021,101.58
2016-07-06,1.1077,1.2921,101.12
2016-07-07,1.1065,1.2926,100.74
2016-07-08,1.1038,1.2938,100.65
2016-07-11,1.1045,1.2986,102.66
2016-07-12,1.1074,1.3237,104.72
2016-07-13,1.1112,1.318,104.1
2016-07-14,1.1109,1.3332,105.4
2016-07-15,1.1059,1.3194,105.64
2016-07-18,1.1076,1.3279,106.0
2016-07-19,1.1014,1.3123,106.13
2016-07-20,1.1007,1.3179,106.65
2016-07-21,1.1016,1.3216,105.98
2016-07-22,1.0968,1.3091,106.22
2016-07-25,1.098,1.313,106.02
2016-07-26,1.0984,1.3133,104.83
2016-07-27,1.0988,1.3094,105.65
2016-07-28,1.1094,1.3151,104.86
2016-07-29,1.1168,1.327,102.32
2016-08-01,1.1176,1.3209,102.26
2016-08-02,1.1225,1.3326,100.82
2016-08-03,1.117,1.3335,101.34
2016-08-04,1.1134,1.3143,101.08
2016-08-05,1.108,1.3069,101.74
2016-08-08,1.1078,1.3042,102.53
2016-08-09,1.111,1.301,101.96
2016-08-10,1.1171,1.2998,101.27
2016-08-11,1.1168,1.296,101.46
2016-08-12,1.1172,1.2934,101.01
2016-08-15,1.1199,1.2874,101.02
2016-08-16,1.1277,1.3019,100.28
2016-08-17,1.1263,1.3012,100.24
2016-08-18,1.1334,1.3147,100.07
2016-08-19,1.1326,1.3061,100.24
2016-08-22,1.1314,1.3133,100.25
2016-08-23,1.1308,1.3179,100.2
2016-08-24,1.1256,1.3236,100.5
2016-08-25,1.1274,1.3177,100.58
2016-08-26,1.1237,1.3168,101.2
2016-08-29,1.1182,1.3089,102.13
2016-08-30,1.115,1.3084,102.92
2016-08-31,1.1146,1.3129,103.38
2016-09-01,1.1194,1.3273,103.22
2016-09-02,1.1158,1.3299,104.18
2016-09-06,1.1237,1.3429,102.28
2016-09-07,1.1238,1.3339,101.72
2016-09-08,1.1256,1.3301,102.28
2016-09-09,1.1214,1.3257,102.86
2016-09-12,1.123,1.3313,101.96
2016-09-13,1.1242,1.3184,102.14
2016-09-14,1.1271,1.3204,102.33
2016-09-15,1.1246,1.3215,102.24
2016-09-16,1.116,1.309,102.36
2016-09-19,1.1179,1.3051,101.82
2016-09-20,1.1172,1.2974,101.66
2016-09-21,1.1165,1.2978,100.62
2016-09-22,1.1229,1.3092,100.8
2016-09-23,1.1223,1.2959,101.04
2016-09-26,1.127,1.2978,100.34
2016-09-27,1.1208,1.3005,100.36
2016-09-28,1.12,1.2996,100.57
2016-09-29,1.1244,1.2991,101.48
2016-09-30,1.1238,1.3015,101.21
2016-10-03,1.121,1.284,101.54
2016-10-04,1.1212,1.2746,102.66
2016-10-05,1.1196,1.2745,103.53
2016-10-06,1.1158,1.2647,104.02
2016-10-07,1.1156,1.2434,103.42
2016-10-11,1.1062,1.2218,103.36
2016-10-12,1.1014,1.2195,104.48
2016-10-13,1.1038,1.2201,103.62
2016-10-14,1.0985,1.2189,104.1
2016-10-17,1.1,1.2186,103.96
2016-10-18,1.0997,1.231,103.8
2016-10-19,1.0966,1.2279,103.3
2016-10-20,1.0934,1.2256,103.92
2016-10-21,1.0866,1.221,103.96
2016-10-24,1.0888,1.2204,104.2
2016-10-25,1.089,1.2164,104.25
2016-10-26,1.0916,1.2234,104.42
2016-10-27,1.0904,1.2173,105.14
2016-10-28,1.0934,1.2155,105.4
2016-10-31,1.0962,1.2212,105.07
2016-11-01,1.1042,1.2218,104.59
2016-11-02,1.1119,1.2315,103.22
2016-11-03,1.1094,1.2454,103.17
2016-11-04,1.1121,1.2546,103.02
2016-11-07,1.1038,1.2403,104.6
2016-11-08,1.1034,1.2372,104.98
2016-11-09,1.0952,1.2474,104.84
2016-11-10,1.0882,1.2523,106.56
2016-11-14,1.0723,1.2469,108.3
2016-11-15,1.0726,1.2422,108.94
2016-11-16,1.0699,1.245,109.16
2016-11-17,1.0656,1.245,109.64
2016-11-18,1.06,1.2327,110.51
2016-11-21,1.0597,1.2474,111.12
2016-11-22,1.0618,1.2424,110.98
2016-11-23,1.056,1.2458,112.58
2016-11-25,1.0595,1.2462,113.17
2016-11-28,1.0576,1.2411,112.36
2016-11-29,1.0626,1.2505,112.78
2016-11-30,1.0578,1.2481,114.34
2016-12-01,1.0634,1.2596,114.34
2016-12-02,1.0666,1.2685,113.76
2016-12-05,1.0723,1.2708,114.1
2016-12-06,1.0717,1.2706,113.98
2016-12-07,1.0758,1.2604,113.5
2016-12-08,1.0625,1.2574,114.16
2016-12-09,1.0541,1.259,115.17
2016-12-12,1.0606,1.2677,115.34
2016-12-13,1.0635,1.2685,115.26
2016-12-14,1.0656,1.2706,115.06
2016-12-15,1.0375,1.2389,118.32
2016-12-16,1.0456,1.2478,117.74
2016-12-19,1.0444,1.2419,116.6
2016-12-20,1.039,1.2358,117.86
2016-12-21,1.0425,1.2348,117.79
2016-12-22,1.0452,1.2301,117.48
2016-12-23,1.0449,1.2252,117.22
2016-12-27,1.0458,1.2261,117.52
2016-12-28,1.0389,1.2222,117.66
2016-12-29,1.0486,1.2237,116.32
2016-12-30,1.0552,1.2337,116.78
2017-01-03,1.0416,1.2256,117.68
2017-01-04,1.0476,1.2299,117.38
2017-01-05,1.0598,1.2415,115.46
2017-01-06,1.056,1.2314,116.85
2017-01-09,1.0576,1.2167,116.07
2017-01-10,1.0572,1.2165,115.74
2017-01-11,1.0501,1.2118,116.26
2017-01-12,1.0666,1.2211,113.87
2017-01-13,1.0625,1.2198,115.03
2017-01-17,1.0695,1.2388,112.96
2017-01-18,1.0682,1.2309,113.4
2017-01-19,1.063,1.2319,115.3
2017-01-23,1.074,1.2485,112.9
2017-01-24,1.0749,1.2531,113.63
2017-01-25,1.0743,1.262,113.6
2017-01-26,1.067,1.2579,114.7
2017-01-27,1.069,1.2531,115.16
2017-01-30,1.0681,1.2478,113.86
2017-01-31,1.0794,1.2585,112.72
2017-02-01,1.0758,1.2643,113.29
2017-02-02,1.0802,1.2541,112.48
2017-02-03,1.0792,1.2504,112.42
2017-02-06,1.0731,1.245,112.32
2017-02-07,1.069,1.2486,112.14
2017-02-08,1.0708,1.2543,111.74
2017-02-09,1.0658,1.2516,113.24
2017-02-10,1.065,1.2502,113.22
2017-02-13,1.0603,1.251,113.79
2017-02-14,1.0577,1.2465,114.34
2017-02-15,1.0597,1.2465,114.17
2017-02-16,1.066,1.2477,113.36
2017-02-17,1.0614,1.2428,112.86
2017-02-21,1.0551,1.2465,113.48
2017-02-22,1.0555,1.2456,113.46
2017-02-23,1.0586,1.2548,112.68
2017-02-24,1.058,1.2499,112.26
2017-02-27,1.0624,1.2473,112.01
2017-02-28,1.0618,1.2427,112.06
2017-03-01,1.0564,1.2318,113.66
2017-03-02,1.0514,1.2267,114.45
2017-03-03,1.0552,1.2249,114.6
2017-03-06,1.0586,1.2243,113.92
2017-03-07,1.0582,1.2209,113.99
2017-03-08,1.0547,1.2152,114.58
2017-03-09,1.0586,1.2166,114.71
2017-03-10,1.0667,1.2158,115.02
2017-03-13,1.067,1.2234,114.61
2017-03-14,1.0645,1.2168,114.63
2017-03-15,1.063,1.2222,114.66
2017-03-16,1.0738,1.237,113.02
2017-03-17,1.0742,1.2372,112.67
2017-03-20,1.0754,1.2365,112.59
2017-03-21,1.081,1.2479,111.9
2017-03-22,1.08,1.2476,111.06
2017-03-23,1.0787,1.2526,111.12
2017-03-24,1.0806,1.2491,111.03
2017-03-27,1.0882,1.2583,110.48
2017-03-28,1.0852,1.2503,110.56
2017-03-29,1.0756,1.2411,111.05
2017-03-30,1.0726,1.2489,111.36
2017-03-31,1.0698,1.2537,111.41
2017-04-03,1.0655,1.2479,110.96
2017-04-04,1.0664,1.2437,110.74
2017-04-05,1.0661,1.2488,111.2
2017-04-06,1.0651,1.2486,111.02
2017-04-07,1.0616,1.2398,110.76
2017-04-10,1.0606,1.2418,110.95
2017-04-11,1.0614,1.2484,109.74
2017-04-12,1.0611,1.25,109.54
2017-04-13,1.063,1.2522,109.23
2017-04-14,1.0625,1.2531,108.63
2017-04-17,1.066,1.2587,108.46
2017-04-18,1.0706,1.2769,108.4
2017-04-19,1.0707,1.2789,109.06
2017-04-20,1.0758,1.283,109.34
2017-04-21,1.0694,1.2783,109.08
2017-04-24,1.0846,1.2783,109.74
2017-04-25,1.0941,1.2836,110.88
2017-04-26,1.0872,1.2838,111.52
2017-04-27,1.0864,1.2889,111.13
2017-04-28,1.0895,1.2938,111.44
2017-05-01,1.0912,1.2917,111.78
2017-05-02,1.091,1.2921,112.06
2017-05-03,1.092,1.2916,112.34
2017-05-04,1.0967,1.291,112.7
2017-05-05,1.0996,1.295,112.63
2017-05-08,1.0928,1.2942,112.84
2017-05-09,1.0875,1.2939,114.19
2017-05-10,1.0873,1.2939,114.02
2017-05-11,1.0869,1.2885,113.77
2017-05-12,1.0926,1.288,113.3
2017-05-15,1.0979,1.2917,113.54
2017-05-16,1.1072,1.2912,113.24
2017-05-17,1.1134,1.2944,111.46
2017-05-18,1.113,1.3009,110.82
2017-05-19,1.119,1.3018,111.47
2017-05-22,1.1236,1.3006,111.15
2017-05-23,1.1198,1.2984,111.64
2017-05-24,1.1175,1.2935,112.02
2017-05-25,1.1218,1.2954,111.7
2017-05-26,1.117,1.2795,111.3
2017-05-30,1.1183,1.2858,110.68
2017-05-31,1.1236,1.2905,110.71
2017-06-01,1.1214,1.2894,111.24
2017-06-02,1.127,1.2885,110.49
2017-06-05,1.125,1.2917,110.49
2017-06-06,1.1266,1.2901,109.34
2017-06-07,1.1236,1.2941,109.54
2017-06-08,1.1217,1.2939,110.1
2017-06-09,1.119,1.2737,110.61
2017-06-12,1.1204,1.2658,109.72
2017-06-13,1.1194,1.2739,110.12
2017-06-14,1.1277,1.2808,109.16
2017-06-15,1.1152,1.2768,110.66
2017-06-16,1.1194,1.2778,110.84
2017-06-19,1.116,1.2743,111.34
2017-06-20,1.1124,1.2628,111.46
2017-06-21,1.1143,1.2667,111.58
2017-06-22,1.1148,1.2659,111.36
2017-06-23,1.1196,1.2727,111.26
2017-06-26,1.1196,1.2732,111.48
2017-06-27,1.13,1.2791,112.42
2017-06-28,1.1364,1.2936,112.18
2017-06-29,1.142,1.2984,112.32
2017-06-30,1.1411,1.2995,112.4
2017-07-03,1.1367,1.2951,113.32
2017-07-05,1.1336,1.2934,113.2
2017-07-06,1.1409,1.2967,113.28
2017-07-07,1.1396,1.288,114.1
2017-07-10,1.1396,1.2884,114.08
2017-07-11,1.143,1.2851,114.2
2017-07-12,1.1411,1.2889,113.19
2017-07-13,1.1385,1.2921,113.39
2017-07-14,1.1452,1.3079,112.66
2017-07-17,1.147,1.3058,112.76
2017-07-18,1.1578,1.3026,111.89
2017-07-19,1.1518,1.3036,111.77
2017-07-20,1.1634,1.2976,111.68
2017-07-21,1.1655,1.2968,111.18
2017-07-24,1.1642,1.3028,111.1
2017-07-25,1.1656,1.3046,111.57
2017-07-26,1.1632,1.3048,112.1
2017-07-27,1.1656,1.3065,111.62
2017-07-28,1.1754,1.3124,110.87
2017-07-31,1.1826,1.3196,110.38
2017-08-01,1.1799,1.3206,110.33
2017-08-02,1.1861,1.3236,110.43
2017-08-03,1.188,1.3144,110.12
2017-08-04,1.1754,1.3036,110.76
2017-08-07,1.1788,1.3021,110.76
2017-08-08,1.1724,1.2968,110.74
2017-08-09,1.1748,1.2997,110.04
2017-08-10,1.1751,1.2978,109.37
2017-08-11,1.1811,1.2988,109.06
2017-08-14,1.1786,1.2975,109.48
2017-08-15,1.1736,1.2862,110.42
2017-08-16,1.1703,1.286,110.8
2017-08-17,1.1736,1.2888,109.88
2017-08-18,1.1748,1.2847,109.32
2017-08-21,1.1814,1.2903,108.89
2017-08-22,1.1762,1.2834,109.4
2017-08-23,1.1802,1.2787,109.14
2017-08-24,1.1801,1.2802,109.34
2017-08-25,1.1874,1.2873,109.24
2017-08-28,1.1973,1.2927,109.22
2017-08-29,1.2025,1.2937,109.02
2017-08-30,1.1927,1.2934,110.2
2017-08-31,1.1894,1.2888,110.06
2017-09-01,1.1878,1.2972,110.09
2017-09-05,1.1911,1.3013,108.94
2017-09-06,1.1943,1.3073,108.75
2017-09-07,1.2028,1.3094,108.26
2017-09-08,1.2041,1.3211,107.72
2017-09-11,1.1964,1.3173,109.03
2017-09-12,1.1968,1.328,110.01
2017-09-13,1.1898,1.3218,110.58
2017-09-14,1.1886,1.3398,110.66
2017-09-15,1.1959,1.3578,110.84
2017-09-18,1.1938,1.3485,111.48
2017-09-19,1.198,1.3517,111.49
2017-09-20,1.1998,1.3564,111.5
2017-09-21,1.1946,1.3576,112.3
2017-09-22,1.1969,1.3531,112.01
2017-09-25,1.1852,1.3457,111.64
2017-09-26,1.1772,1.3422,112.16
2017-09-27,1.1747,1.3401,112.76
2017-09-28,1.1776,1.3435,112.66
2017-09-29,1.1813,1.3402,112.64
2017-10-02,1.1745,1.3268,112.6
2017-10-03,1.1759,1.3251,112.8
2017-10-04,1.176,1.3268,112.84
2017-10-05,1.1706,1.3132,112.74
2017-10-06,1.1732,1.3063,112.68
2017-10-10,1.1804,1.3215,112.15
2017-10-11,1.1847,1.321,112.35
2017-10-12,1.184,1.3174,112.38
2017-10-13,1.1837,1.3304,111.94
2017-10-16,1.181,1.3285,111.72
2017-10-17,1.1754,1.3182,112.32
2017-10-18,1.1775,1.3183,112.94
2017-10-19,1.1842,1.3181,112.54
2017-10-20,1.177,1.3179,113.5
2017-10-23,1.1762,1.3201,113.66
2017-10-24,1.1766,1.3124,113.92
2017-10-25,1.1802,1.3252,113.7
2017-10-26,1.17,1.3181,113.72
2017-10-27,1.158,1.3108,113.82
2017-10-30,1.1626,1.3195,113.26
2017-10-31,1.1648,1.3281,113.63
